id,city,country,population
23842,Harrison,United States,15518
23843,Genappe,Belgium,15353
23844,Ascheberg,Germany,15372
23845,Simmerath,Germany,15377
23846,La Grande,United States,15515
23847,Cumbum,India,15169
23848,Senlis,France,14891
23849,Cerro Maggiore,Italy,15211
23850,Barwon Heads,Australia,14165
23851,Neustadt bei Coburg,Germany,15257
23852,Ifrane,Morocco,14659
23853,Panorama,Brazil,15458
23854,Passo de Camarajibe,Brazil,15419
23855,Linguere,Senegal,15482
23856,Horsham,Australia,14543
23857,Narragansett,United States,15500
23858,Santa Croce sull' Arno,Italy,14627
23859,East Highland Park,United States,15498
23860,Fontainebleau,France,15407
23861,Forfar,United Kingdom,14230
23862,Budakeszi,Hungary,15088
23863,Piquet Carneiro,Brazil,15467
23864,Hilvarenbeek,Netherlands,15334
23865,Madagh,Morocco,14486
23866,Ober-Ramstadt,Germany,15130
23867,Castanet-Tolosan,France,13811
23868,Outreau,France,13575
23869,Salinas da Margarida,Brazil,15385
23870,Pontivy,France,14889
23871,Mainburg,Germany,15241
23872,Glen Allen,United States,15488
23873,Riegelsberg,Germany,14501
23874,Ratekau,Germany,15231
23875,Jelcz-Laskowice,Poland,15340
23876,Ban Bang Muang,Thailand,13786
23877,Australind,Australia,14539
23878,Seven Oaks,United States,15484
23879,Villalbilla,Spain,15049
23880,Tamaki,Japan,15113
23881,Groves,United States,15480
23882,Campanha,Brazil,15433
23883,Flers,France,14779
23884,Mastic,United States,15476
23885,Relangi,India,14559
23886,Galanta,Slovakia,15029
23887,La Solana,Spain,15357
23888,Hofgeismar,Germany,15294
23889,Hermitage,United States,15471
23890,Salitre,Brazil,15453
23891,Forks,United States,15470
23892,Churumuco de Morelos,Mexico,15455
23893,Hampton,United States,15467
23894,Taperoa,Brazil,15441
23895,Itapiranga,Brazil,15409
23896,Cloverly,United States,15464
23897,Bouc-Bel-Air,France,14784
23898,Bonheiden,Belgium,14951
23899,San Rafael Pie de la Cuesta,Guatemala,15207
23900,Talladega,United States,15457
23901,Mian Sahib,Pakistan,15000
23902,Erjie,China,15350
23903,Anazzou,Morocco,15429
23904,Vieiro,Spain,15312
23905,Konarka,India,15015
23906,Langenau,Germany,15247
23907,Coremas,Brazil,15409
23908,La Roda,Spain,15401
23909,Hartford,United States,15445
23910,Victoria,Philippines,15361
23911,Holly Springs,United States,15442
23912,Belvedere Park,United States,15441
23913,Seekonk,United States,15441
23914,Kerouane,Guinea,15406
23915,Birecik,Turkey,15317
23916,Moul El Bergui,Morocco,15342
23917,Agidel,Russia,14601
23918,Glucholazy,Poland,15293
23919,Hayden,United States,15434
23920,Sabinopolis,Brazil,15416
23921,Middleburg Heights,United States,15432
23922,Havelock North,New Zealand,13950
23923,Rellingen,Germany,14341
23924,Mount Vernon,United States,15427
23925,Hilltown,United States,15424
23926,Klimavichy,Belarus,15408
23927,Schroeder,Brazil,15316
23928,Kanegasaki,Japan,15337
23929,Rubiera,Italy,14833
23930,Jacaraci,Brazil,15409
23931,Edingen-Neckarhausen,Germany,14238
23932,Putaparti,India,15088
23933,Landazuri,Colombia,15395
23934,Nyunzu,Congo (Kinshasa),15397
23935,Amatitan,Mexico,15344
23936,Daisen,Japan,15336
23937,Villa del Rosario,Argentina,15394
23938,Conguaco,Guatemala,15295
23939,Cumru,United States,15414
23940,Nova Resende,Brazil,15374
23941,Barro Alto,Brazil,15377
23942,Dattapulia,India,13562
23943,Mendrisio,Switzerland,14942
23944,Azpeitia,Spain,15191
23945,Vila Bela da Santissima Trindade,Brazil,15406
23946,Pulaski,United States,15407
23947,Wladyslawowo,Poland,15015
23948,Saint-Rambert,France,15034
23949,Kusnacht,Switzerland,14250
23950,Sananduva,Brazil,15373
23951,Bara,India,14450
23952,Calolziocorte,Italy,13877
23953,Tarascon,France,15195
23954,Libagon,Philippines,15244
23955,Odenthal,Germany,15020
23956,Grafelfing,Germany,13939
23957,Northview,United States,15394
23958,Hohenstein-Ernstthal,Germany,14607
23959,South Middleton,United States,15393
23960,Rochedale,Australia,15317
23961,Thoen,Thailand,15360
23962,Tendrara,Morocco,15390
23963,Olonne-sur-Mer,France,15061
23964,Moreau,United States,15391
23965,Feucht,Germany,13964
23966,Fameck,France,14243
23967,Serra Preta,Brazil,15351
23968,Castro Daire,Portugal,15339
23969,Munster,Germany,14672
23970,Chaltyr,Russia,15334
23971,Oulad Bou Rahmoun,Morocco,15113
23972,Tubod,Philippines,15043
23973,Pedara,Italy,14613
23974,Swallownest,United Kingdom,15022
23975,Saloa,Brazil,15309
23976,Bailleul,France,15019
23977,Mackworth,United Kingdom,14180
23978,Lower Salford,United States,15364
23979,Motiong,Philippines,15276
23980,Wakuya,Japan,15177
23981,Antarvedipalem,India,14162
23982,Krasnovishersk,Russia,15359
23983,Huckeswagen,Germany,15060
23984,Washington,United States,15357
23985,Bar-le-Duc,France,14733
23986,Brake,Germany,14965
23987,Maydolong,Philippines,15314
23988,Stony Point,United States,15351
23989,Liangwancun,China,15239
23990,Horw,Switzerland,14243
23991,Chilcuautla,Mexico,15284
23992,Chipurupalle,India,14847
23993,Lahoysk,Belarus,15336
23994,Eldorado,Brazil,15339
23995,Alta,Norway,15342
23996,Raposos,Brazil,15342
23997,Popovo,Bulgaria,15311
23998,Port Glasgow,United Kingdom,14620
23999,Springfield,Canada,15342
24000,Nazare,Portugal,15158
24001,Malo,Italy,14855
24002,Noto,Japan,15280
24003,Grosse Pointe Woods,United States,15332
24004,Junin,Peru,15320
24005,Loviisa,Finland,15311
24006,Castellammare del Golfo,Italy,15209
24007,Meco,Spain,14903
24008,Belokurikha,Russia,15160
24009,Villa Paranacito,Argentina,15321
24010,Morlaix,France,14729
24011,Zevio,Italy,15048
24012,Hueytown,United States,15322
24013,Penacova,Portugal,15251
24014,Kurate,Japan,14901
24015,Kawaminami,Japan,15151
24016,Driouch,Morocco,14741
24017,Aldine,United States,15318
24018,Guastalla,Italy,15032
24019,Chitila,Romania,14184
24020,Capinopolis,Brazil,15290
24021,Bradley,United States,15314
24022,Southchase,United States,15314
24023,Tazert,Morocco,15243
24024,Poronaysk,Russia,15311
24025,Kankipadu,India,14616
24026,Cuarte de Huerva,Spain,13773
24027,Ibipitanga,Brazil,15296
24028,Sannicandro Garganico,Italy,15224
24029,Santa Luzia,Brazil,15278
24030,San Vito al Tagliamento,Italy,15063
24031,Markgroningen,Germany,14785
24032,Ain Jemaa,Morocco,15265
24033,Tapolca,Hungary,15072
24034,Tagoloan,Philippines,15091
24035,Blomberg,Germany,15154
24036,Tulle,France,14705
24037,Pineto,Italy,14915
24038,Wittenheim,France,14541
24039,Sarvar,Hungary,15072
24040,Privolzhsk,Russia,15264
24041,Selb,Germany,15128
24042,Kamitonda,Japan,15040
24043,Santa Maria a Vico,Italy,14004
24044,Wentorf bei Hamburg,Germany,13349
24045,Ribeiro do Amparo,Brazil,15269
24046,Ribnitz-Damgarten,Germany,15167
24047,Xihuangni,China,15119
24048,Witzenhausen,Germany,15167
24049,Fraga,Spain,15250
24050,Chellaston,United Kingdom,15198
24051,Kerman,United States,15282
24052,Yinhua,China,14999
24053,Grefrath,Germany,14802
24054,Uirauna,Brazil,15228
24055,Pestovo,Russia,15269
24056,Citta Sant'Angelo,Italy,15034
24057,Tamesis,Colombia,15218
24058,Majiagoucha,China,15128
24059,Winkfield,United Kingdom,14998
24060,Mindelheim,Germany,15002
24061,Hugo,United States,15267
24062,Laterza,Italy,15171
24063,Fray Luis A. Beltran,Argentina,15176
24064,Spitak,Armenia,15000
24065,La Apartada,Colombia,15204
24066,Espumoso,Brazil,15240
24067,Sabbah,Morocco,15029
24068,Sao Lourenco da Serra,Brazil,15177
24069,Paralimni,Cyprus,14963
24070,Humayingcun,China,15207
24071,Boksitogorsk,Russia,15249
24072,Ilha de Mocambique,Mozambique,14000
24073,Buttelborn,Germany,14761
24074,Salyan,Nepal,15000
24075,Kujukuri,Japan,14652
24076,Kingersheim,France,13267
24077,Damascus,United States,15250
24078,Gross-Zimmern,Germany,14564
24079,Meru,France,14609
24080,Beckingen,Germany,14958
24081,Brejoes,Brazil,15214
24082,Campodarsego,Italy,14675
24083,Sao Felix,Brazil,15091
24084,Terra Rica,Brazil,15221
24085,Uchiko,Japan,15191
24086,Berlare,Belgium,14849
24087,Rizal,Philippines,15052
24088,Qantir,Egypt,13660
24089,Unye,Turkey,15039
24090,Teolandia,Brazil,15178
24091,Vammala,Finland,15213
24092,Rio San Juan,Dominican Republic,15168
24093,Santa Adelia,Brazil,15178
24094,Kilimli,Turkey,14889
24095,Nakanojomachi,Japan,15186
24096,Masty,Belarus,15197
24097,Bitburg,Germany,14904
24098,Skalica,Slovakia,14967
24099,Tupi Paulista,Brazil,15153
24100,San Antonio La Paz,Guatemala,15142
24101,Tartarugalzinho,Brazil,15212
24102,Mineral Wells,United States,15213
24103,Neutraubling,Germany,13796
24104,Gehrden,Germany,14864
24105,Samobor,Croatia,15147
24106,Itajobi,Brazil,15177
24107,Ben Taieb,Morocco,14257
24108,Choszczno,Poland,15109
24109,Laxou,France,14300
24110,Sisian,Armenia,14894
24111,Huchuan,China,14993
24112,Alvinopolis,Brazil,15169
24113,Bay Village,United States,15194
24114,Candelaria,Puerto Rico,15193
24115,Pequannock,United States,15191
24116,Richterswil,Switzerland,13407
24117,Niedernhausen,Germany,14766
24118,Moura,Portugal,15167
24119,Tazzarine,Morocco,15169
24120,Kutchan,Japan,15123
24121,Garrel,Germany,15048
24122,San Pedro Tapanatepec,Mexico,15152
24123,Guipavas,France,14842
24124,Mata Roma,Brazil,15150
24125,Sindhnur,India,14906
24126,Landsberg,Germany,15054
24127,Midar,Morocco,15021
24128,Zozocolco de Hidalgo,Mexico,15031
24129,Meilen,Switzerland,13999
24130,Silvino Lobos,Philippines,15100
24131,Sullivan,United States,15167
24132,Elk Plain,United States,15167
24133,Weston,United States,15167
24134,Joghtay,Iran,15134
24135,Andoain,Spain,14631
24136,Sommacampagna,Italy,14802
24137,Hereford,United States,15164
24138,Barra de Santa Rosa,Brazil,15145
24139,Gaspe,Canada,15163
24140,Bayserke,Kazakhstan,15124
24141,Galion,United States,15161
24142,Cossato,Italy,14633
24143,Gardabani,Georgia,15100
24144,Patnanungan,Philippines,15052
24145,College Park,United States,15159
24146,El Arenal,Mexico,15037
24147,Dentsville,United States,15153
24148,Grovetown,United States,15152
24149,Bangui,Philippines,15019
24150,Oued Jdida,Morocco,14935
24151,Chirpan,Bulgaria,15112
24152,Rosarno,Italy,14776
24153,Ciro Marina,Italy,14794
24154,Pleasanton,United States,15148
24155,Amlash,Iran,15047
24156,Nopala de Villagran,Mexico,15099
24157,Great Bend,United States,15144
24158,Bela Vista do Paraiso,Brazil,15079
24159,Gualdo Tadino,Italy,15018
24160,Gantt,United States,15138
24161,Ratzeburg,Germany,14652
24162,Ritterhude,Germany,14688
24163,Bhimphedi,Nepal,15000
24164,Trepuzzi,Italy,14512
24165,Canutama,Brazil,15130
24166,Porteiras,Brazil,15061
24167,Ramechhap,Nepal,15000
24168,Santa,Philippines,14992
24169,Arnedo,Spain,14954
24170,Tavagnacco,Italy,14981
24171,Kochkor-Ata,Kyrgyzstan,14814
24172,Rossville,United States,15127
24173,Burshtyn,Ukraine,15039
24174,Tatarikan,Philippines,15057
24175,La Carolina,Spain,15048
24176,Natividade do Carangola,Brazil,15082
24177,Gondomar,Spain,14920
24178,Fortuna,Brazil,15098
24179,Anpachi,Japan,14330
24180,Santa Brigida,Brazil,15100
24181,Antequera,Philippines,14990
24182,Rasnov,Romania,15022
24183,Kulunda,Russia,15102
24184,Tayum,Philippines,14869
24185,Yellareddi,India,14923
24186,Battalgazi,Turkey,14994
24187,Opwijk,Belgium,14378
24188,Hanamsagar,India,14874
24189,Castanuelas,Dominican Republic,14921
24190,Plainfield,United States,15105
24191,Teixeira,Brazil,14974
24192,La Fleche,France,14902
24193,Pont-a-Mousson,France,14434
24194,Punata,Bolivia,14742
24195,Tulchyn,Ukraine,15051
24196,Bennington,United States,15097
24197,Pilisvorosvar,Hungary,14500
24198,Kok-Janggak,Kyrgyzstan,15000
24199,Burbach,Germany,14909
24200,Jiquirica,Brazil,15033
24201,Kenora,Canada,15096
24202,Rosa,Italy,14499
24203,Englewood,United States,15095
24204,Hilchenbach,Germany,14906
24205,Mering,Germany,14547
24206,Triunfo,Brazil,15006
24207,Thouars,France,13932
24208,Jamestown,United States,15084
24209,Vil'nyans'k,Ukraine,15044
24210,Mahinog,Philippines,14634
24211,Horta,Portugal,14994
24212,Matungao,Philippines,14756
24213,Exeter,United States,15077
24214,Salkhad,Syria,15000
24215,Leninsk,Russia,15064
24216,West Richland,United States,15075
24217,Alexandreia,Greece,14821
24218,Viseu de Sus,Romania,15037
24219,Aizubange,Japan,14906
24220,Ylivieska,Finland,15039
24221,San Juan,Philippines,14912
24222,Chepica,Chile,15037
24223,Calanogas,Philippines,14985
24224,Lagangilang,Philippines,14914
24225,Park City,United States,15061
24226,Oldsmar,United States,15061
24227,Lohfelden,Germany,14202
24228,Washington Court House,United States,15059
24229,Sasso Marconi,Italy,14903
24230,Taguatinga,Brazil,15051
24231,Northborough,United States,15056
24232,Coto de Caza,United States,15056
24233,Whitman,United States,15056
24234,Canteleu,France,14244
24235,Obando,Colombia,14980
24236,Buggenhout,Belgium,14475
24237,Pontinia,Italy,14915
24238,Sorso,Italy,14826
24239,Carmignano,Italy,14663
24240,Haga,Japan,14833
24241,Esbiaat,Morocco,14986
24242,Itau de Minas,Brazil,14945
24243,Breukelen,Netherlands,14736
24244,Lummen,Belgium,14762
24245,Bacuag,Philippines,14881
24246,Uhingen,Germany,14422
24247,Grao Mogol,Brazil,15024
24248,Ravels,Belgium,14871
24249,Quixelo,Brazil,15000
24250,Bludenz,Austria,14539
24251,Turnov,Czechia,14391
24252,Jisr ez Zarqa,Israel,13962
24253,Neu-Anspach,Germany,14618
24254,Cherrapunji,India,14816
24255,Penrith,Australia,13295
24256,Bonanza,Nicaragua,15000
24257,Upper Southampton,United States,15018
24258,Bad Bramstedt,Germany,14420
24259,Sarmin,Syria,14530
24260,Mariestad,Sweden,14891
24261,Douar Souk L`qolla,Morocco,14965
24262,Massalubrense,Italy,14294
24263,Qiaoyang,China,14851
24264,Dalkeith,United Kingdom,13400
24265,Depew,United States,15011
24266,Susanville,United States,15010
24267,Aghbal,Morocco,14908
24268,Chaguaramas,Venezuela,15000
24269,Belchertown,United States,15005
24270,Mitane,Japan,14944
24271,Bikkavolu,India,14278
24272,Swampscott,United States,15002
24273,Iharana,Madagascar,15000
24274,Madanpur,India,13675
24275,Shlisselburg,Russia,14763
24276,Dimiao,Philippines,14889
24277,Nakagawa,Japan,14921
24278,Vandalia,United States,14997
24279,Verdal,Norway,14986
24280,Tabant,Morocco,14963
24281,Auriflama,Brazil,14961
24282,Bni Darkoul,Morocco,14779
24283,Willow Grove,United States,14992
24284,Candoi,Brazil,14983
24285,Ipora,Brazil,14981
24286,Vennesla,Norway,14935
24287,Drahichyn,Belarus,14963
24288,Coribe,Brazil,14976
24289,Czluchow,Poland,13869
24290,Jinta,China,14830
24291,Andresy,France,13078
24292,Sidmant al Jabal,Egypt,13119
24293,Gourrama,Morocco,14927
24294,Detva,Slovakia,14751
24295,Tiszaujvaros,Hungary,14649
24296,Serhetabat,Turkmenistan,14940
24297,Botelhos,Brazil,14920
24298,Tsumeb,Namibia,14959
24299,Cold Lake,Canada,14961
24300,Saint-Fargeau,France,14109
24301,Assai,Brazil,14954
24302,Tall Abyad,Syria,14825
24303,Anzegem,Belgium,14609
24304,Woippy,France,13998
24305,Avrille,France,14065
24306,Fort Carson,United States,14951
24307,Joaima,Brazil,14941
24308,Pallasovka,Russia,14940
24309,Saint-Jean-de-Luz,France,14198
24310,Nioro,Mali,14421
24311,Nobres,Brazil,14938
24312,Mantua,United States,14941
24313,Sumidouro,Brazil,14900
24314,Nastola,Finland,14890
24315,Presidente Getulio,Brazil,14887
24316,Beech Grove,United States,14937
24317,Hewitt,United States,14937
24318,Bongaree,Australia,13649
24319,Thompson,United States,14935
24320,Levoca,Slovakia,14803
24321,Sera,Japan,14878
24322,Echuca,Australia,14043
24323,Magione,Italy,14815
24324,Tehachapi,United States,14928
24325,Buhusi,Romania,14562
24326,Meerane,Germany,14208
24327,Misaki,Japan,14629
24328,Cabanas,Guatemala,14817
24329,Nerchinsk,Russia,14919
24330,Villaviciosa,Spain,14869
24331,Pugachev,Russia,14908
24332,Cabral,Dominican Republic,14823
24333,Shuichecun,China,14792
24334,Vinci,Italy,14650
24335,Impruneta,Italy,14618
24336,Farnborough,United Kingdom,14632
24337,Woudrichem,Netherlands,14634
24338,Busto Garolfo,Italy,13851
24339,Astoria,United States,14916
24340,Mineral del Monte,Mexico,14640
24341,Fritzlar,Germany,14744
24342,Lons,France,13720
24343,Alamo,United States,14905
24344,Paiania,Greece,14595
24345,Areado,Brazil,14851
24346,Kondrovo,Russia,14857
24347,Kizel,Russia,14883
24348,Podebrady,Czechia,14469
24349,San Julian,Philippines,14800
24350,Mascote,Brazil,14877
24351,Taft,United States,14898
24352,Ferndale,United States,14897
24353,Livingston,United States,14896
24354,Whitewater,United States,14895
24355,Clarksdale,United States,14894
24356,Romilly-sur-Seine,France,14328
24357,Holalagondi,India,14593
24358,Mori,Japan,14851
24359,West Lealman,United States,14891
24360,Mondolfo,Italy,14265
24361,Vrbovec,Croatia,14797
24362,Bom Jesus do Galho,Brazil,14862
24363,Arona,Italy,13966
24364,Penrith,United Kingdom,14756
24365,Franklin Park,United States,14885
24366,Bhalil,Morocco,12997
24367,Ramsey,United States,14884
24368,Nyzhnia Krynka,Ukraine,13927
24369,Collecchio,Italy,14634
24370,New Freedom,United States,14882
24371,Alpine,United States,14878
24372,Victor,United States,14877
24373,Vuhledar,Ukraine,14822
24374,Gafanha da Nazare,Portugal,14021
24375,Balassagyarmat,Hungary,14262
24376,Chateau-d'Olonne,France,14411
24377,Great Falls,United States,14872
24378,Yankton,United States,14872
24379,London,United States,14870
24380,Batuan,Philippines,14610
24381,Fujisaki,Japan,14478
24382,Oftringen,Switzerland,13791
24383,Thuin,Belgium,14671
24384,Nzalat Laadam,Morocco,14838
24385,Rotenburg an der Fulda,Germany,14676
24386,Inhuma,Brazil,14845
24387,Audincourt,France,13336
24388,Markt Schwaben,Germany,13605
24389,Ternitz,Austria,14632
24390,Chegdomyn,Russia,14855
24391,Pattensen,Germany,14636
24392,Cambuci,Brazil,14827
24393,Salem Lakes,United States,14852
24394,Bom Lugar,Brazil,14818
24395,Pouso Redondo,Brazil,14810
24396,Bayeux,France,13017
24397,Dionisio Cerqueira,Brazil,14811
24398,Brooklyn Park,United States,14850
24399,Saint-Brevin-les-Pins,France,14118
24400,Cehegin,Spain,14798
24401,Hampton Bays,United States,14848
24402,Navashino,Russia,14830
24403,Grodzisk Wielkopolski,Poland,14697
24404,Mions,France,13665
24405,Spenge,Germany,14487
24406,Grandola,Portugal,14826
24407,Belison,Philippines,14129
24408,Sprimont,Belgium,14645
24409,Kontiolahti,Finland,14827
24410,Betsukai,Japan,14828
24411,Huasuo,China,14610
24412,Ighrem n'Ougdal,Morocco,14804
24413,Brasil Novo,Brazil,14834
24414,Jackson,United States,14836
24415,Fortim,Brazil,14817
24416,Slochteren,Netherlands,14737
24417,Uryzhar,Kazakhstan,14826
24418,Summerside,Canada,14829
24419,Katyr-Yurt,Russia,14720
24420,Nevel,Russia,14819
24421,Comox,Canada,14828
24422,Odlabari,India,14194
24423,Karabanovo,Russia,14786
24424,Montelupo Fiorentino,Italy,14247
24425,El Paisnal,El Salvador,14551
24426,Las Guaranas,Dominican Republic,14661
24427,Kottavalasa,India,14321
24428,Amay,Belgium,14305
24429,Maglie,Italy,14196
24430,Nova Timboteua,Brazil,14791
24431,Candido de Abreu,Brazil,14809
24432,Cassano delle Murge,Italy,14765
24433,Yazoo City,United States,14817
24434,Mount Washington,United States,14817
24435,Sylvan Lake,Canada,14816
